gene_id	paired_ABC284_1	paired_oxIs12_2	paired_ABC16_2	paired_oxIs12_1	paired_ABC291_1	paired_ABC291_2	paired_ABC16_1	paired_ABC284_2
WBGene00200557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200646	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
WBGene00200647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
WBGene00200781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200847	0.0	0.8	0.0	0.0	0.0	1.87	0.0	0.0
WBGene00200848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00200903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
